OrderID,OrderDate,Category,SubCategory,Region,Segment,Quantity,Sales,Profit
ORD-6871,2025-01-12,Office Supplies,Paper,East,Consumer,1,35.86,-4.09
ORD-6570,2025-01-12,Furniture,Bookcases,East,Corporate,6,1853.47,257.1
ORD-5871,2025-01-12,Furniture,Desks,Central,Home Office,5,1733.95,257.85
ORD-6790,2025-01-12,Furniture,Desks,Central,Home Office,2,662.12,88.29
ORD-2103,2025-01-13,Furniture,Desks,South,Home Office,4,1088.88,138.24
ORD-2308,2025-01-13,Office Supplies,Pens,Central,Home Office,1,46.85,8.51
ORD-4467,2025-01-13,Furniture,Tables,West,Consumer,5,1241.21,104.5
ORD-5626,2025-01-13,Furniture,Desks,East,Home Office,4,1432.23,160.44
ORD-2015,2025-01-13,Furniture,Tables,Central,Consumer,3,1021.27,122.63
ORD-1039,2025-01-13,Office Supplies,Paper,South,Consumer,1,43.24,7.66
ORD-4053,2025-01-13,Office Supplies,Pens,East,Consumer,6,260.04,68.55
ORD-1295,2025-01-13,Technology,Laptops,Central,Corporate,3,1312.01,285.97
ORD-1901,2025-01-13,Technology,Monitors,Central,Consumer,1,504.66,106.51
ORD-4594,2025-01-13,Furniture,Tables,West,Consumer,7,2417.74,198.12
ORD-4857,2025-01-13,Technology,Printers,South,Corporate,6,2271.84,478.75
ORD-1081,2025-01-14,Office Supplies,Pens,West,Consumer,6,284.93,72.36
ORD-6735,2025-01-14,Technology,Monitors,South,Home Office,6,2350.54,418.22
ORD-4839,2025-01-14,Office Supplies,Storage,Central,Corporate,6,248.35,40.84
ORD-5932,2025-01-14,Furniture,Tables,Central,Consumer,2,510.71,53.37
ORD-6953,2025-01-14,Office Supplies,Paper,West,Home Office,5,190.67,46.28
ORD-6938,2025-01-14,Office Supplies,Paper,West,Home Office,4,135.74,28.21
ORD-2394,2025-01-15,Office Supplies,Pens,West,Consumer,1,47.62,8.32
ORD-4267,2025-01-15,Furniture,Tables,East,Consumer,5,1563.35,241.87
ORD-1419,2025-01-15,Office Supplies,Pens,South,Consumer,2,79.26,13.48
ORD-2840,2025-01-15,Office Supplies,Binders,East,Corporate,2,64.16,13.9
ORD-4095,2025-01-15,Office Supplies,Paper,South,Corporate,6,234.63,66.38
ORD-1984,2025-01-15,Furniture,Tables,Central,Corporate,1,325.56,33.46
ORD-1214,2025-01-15,Technology,Monitors,South,Home Office,6,2492.56,490.51
ORD-5543,2025-01-15,Office Supplies,Pens,West,Consumer,6,233.94,40.06
ORD-3201,2025-01-16,Technology,Printers,West,Consumer,7,2837.54,442.73
ORD-3095,2025-01-16,Furniture,Bookcases,South,Corporate,3,975.56,117.95
ORD-5383,2025-01-16,Office Supplies,Storage,South,Home Office,6,232.19,31.33
ORD-1565,2025-01-16,Office Supplies,Storage,West,Corporate,1,47.08,8.06
ORD-6438,2025-01-16,Technology,Laptops,East,Corporate,2,731.81,117.17
ORD-2368,2025-01-16,Technology,Printers,West,Home Office,6,2539.0,571.9
ORD-5566,2025-01-16,Furniture,Desks,West,Consumer,1,333.43,42.96
ORD-4219,2025-01-16,Office Supplies,Storage,Central,Corporate,5,184.56,49.18
ORD-6849,2025-01-16,Furniture,Desks,East,Corporate,1,290.59,33.38
ORD-5027,2025-01-17,Office Supplies,Pens,South,Consumer,4,130.59,20.03
ORD-5964,2025-01-17,Office Supplies,Paper,Central,Consumer,6,200.44,39.53
ORD-1948,2025-01-17,Office Supplies,Storage,East,Consumer,1,46.93,10.37
ORD-6037,2025-01-17,Office Supplies,Pens,East,Corporate,3,104.3,29.01
ORD-3088,2025-01-17,Furniture,Bookcases,East,Home Office,5,1383.48,202.44
ORD-3185,2025-01-17,Technology,Accessories,East,Corporate,7,2975.6,670.96
ORD-4078,2025-01-17,Technology,Laptops,East,Consumer,5,2681.7,329.67
ORD-3467,2025-01-17,Office Supplies,Storage,South,Home Office,4,150.64,33.57
ORD-3552,2025-01-17,Technology,Monitors,South,Home Office,7,3302.09,389.59
ORD-3115,2025-01-17,Technology,Laptops,West,Consumer,2,945.67,110.9
ORD-6147,2025-01-17,Office Supplies,Paper,Central,Consumer,2,92.38,19.22
ORD-6046,2025-01-17,Furniture,Bookcases,West,Corporate,3,808.47,110.13
ORD-4254,2025-01-17,Office Supplies,Binders,South,Home Office,5,218.73,38.0
ORD-3309,2025-01-18,Office Supplies,Pens,South,Consumer,7,263.79,48.51
ORD-2590,2025-01-18,Furniture,Chairs,South,Corporate,2,562.42,62.22
ORD-3417,2025-01-18,Office Supplies,Paper,South,Consumer,1,44.19,12.62
ORD-2311,2025-01-18,Office Supplies,Paper,South,Consumer,4,148.05,24.56
ORD-3211,2025-01-18,Technology,Laptops,Central,Corporate,6,3167.35,464.14
ORD-1459,2025-01-18,Technology,Monitors,East,Consumer,3,1137.19,145.0
ORD-3593,2025-01-18,Technology,Accessories,South,Consumer,3,1459.59,174.73
ORD-5290,2025-01-19,Technology,Printers,South,Corporate,5,2241.27,345.51
ORD-4538,2025-01-19,Furniture,Bookcases,West,Corporate,6,2147.09,233.49
ORD-3330,2025-01-19,Technology,Printers,South,Corporate,4,1718.99,331.29
ORD-3970,2025-01-19,Office Supplies,Storage,South,Corporate,7,232.98,33.65
ORD-6613,2025-01-19,Technology,Laptops,South,Consumer,6,3190.29,559.69
ORD-3555,2025-01-19,Technology,Laptops,East,Home Office,7,2956.77,438.12
ORD-6227,2025-01-20,Office Supplies,Storage,South,Consumer,3,120.6,30.26
ORD-3980,2025-01-20,Technology,Printers,East,Consumer,2,877.41,122.32
ORD-6268,2025-01-20,Technology,Monitors,Central,Consumer,4,1822.91,257.33
ORD-5744,2025-01-20,Office Supplies,Binders,East,Consumer,2,80.55,10.87
ORD-2416,2025-01-20,Furniture,Chairs,South,Home Office,2,619.92,65.55
ORD-5464,2025-01-20,Technology,Printers,Central,Corporate,6,2789.84,504.1
ORD-2096,2025-01-20,Office Supplies,Paper,East,Consumer,7,286.14,80.16
ORD-4644,2025-01-20,Furniture,Desks,West,Consumer,1,351.37,30.46
ORD-2579,2025-01-20,Furniture,Tables,Central,Home Office,6,1466.82,108.86
ORD-2403,2025-01-21,Technology,Laptops,East,Consumer,4,2142.73,315.27
ORD-1642,2025-01-21,Office Supplies,Storage,West,Consumer,2,69.51,15.15
ORD-6028,2025-01-21,Technology,Monitors,West,Consumer,5,2506.68,308.85
ORD-6916,2025-01-21,Technology,Monitors,Central,Home Office,6,2871.04,323.48
ORD-5794,2025-01-21,Technology,Laptops,East,Consumer,1,373.85,51.23
ORD-5376,2025-01-21,Technology,Accessories,South,Corporate,5,2420.38,428.31
ORD-2844,2025-01-21,Office Supplies,Storage,West,Home Office,4,134.08,20.45
ORD-2640,2025-01-22,Technology,Monitors,South,Corporate,3,1596.15,333.35
ORD-4118,2025-01-22,Furniture,Desks,South,Home Office,5,1533.28,145.2
ORD-2047,2025-01-22,Furniture,Bookcases,South,Home Office,2,551.56,45.57
ORD-1023,2025-01-22,Furniture,Desks,South,Home Office,4,998.81,102.93
ORD-3075,2025-01-22,Office Supplies,Pens,South,Consumer,3,108.63,16.14
ORD-2667,2025-01-22,Furniture,Chairs,Central,Corporate,5,1691.5,263.33
ORD-3363,2025-01-22,Technology,Printers,South,Home Office,2,974.71,181.64
ORD-6915,2025-01-22,Technology,Accessories,West,Home Office,3,1500.07,165.07
ORD-2672,2025-01-23,Technology,Laptops,South,Home Office,2,1029.86,234.9
ORD-6810,2025-01-23,Technology,Printers,West,Consumer,1,445.55,51.76
ORD-5054,2025-01-23,Office Supplies,Pens,West,Consumer,3,138.28,25.75
ORD-4885,2025-01-23,Office Supplies,Pens,Central,Corporate,2,92.08,15.75
ORD-6946,2025-01-23,Office Supplies,Storage,Central,Home Office,4,129.83,30.47
ORD-5981,2025-01-23,Technology,Accessories,South,Corporate,1,390.32,64.37
ORD-2681,2025-01-24,Technology,Laptops,Central,Home Office,2,1023.6,203.15
ORD-6010,2025-01-24,Office Supplies,Storage,South,Corporate,6,224.5,31.54
ORD-2759,2025-01-24,Technology,Monitors,West,Corporate,7,3153.19,448.28
ORD-1210,2025-01-24,Office Supplies,Storage,South,Home Office,7,286.51,39.33
ORD-4655,2025-01-24,Office Supplies,Paper,Central,Corporate,1,44.64,10.72
ORD-2656,2025-01-24,Technology,Monitors,Central,Home Office,7,2585.96,588.39
ORD-2770,2025-01-24,Office Supplies,Storage,East,Consumer,1,38.39,9.86
ORD-2104,2025-01-24,Office Supplies,Storage,West,Corporate,7,278.8,48.3
ORD-2475,2025-01-24,Technology,Monitors,West,Home Office,2,1036.01,211.74
ORD-2327,2025-01-25,Office Supplies,Paper,South,Home Office,4,169.95,-35.01
ORD-1126,2025-01-25,Technology,Printers,East,Consumer,6,2969.96,399.31
ORD-6000,2025-01-25,Technology,Monitors,South,Home Office,1,494.29,64.77
ORD-3816,2025-01-25,Technology,Monitors,East,Home Office,5,2633.46,549.49
ORD-5247,2025-01-25,Technology,Accessories,Central,Corporate,5,2207.46,273.4
ORD-6215,2025-01-25,Technology,Monitors,Central,Consumer,4,1791.41,275.29
ORD-4909,2025-01-25,Furniture,Tables,Central,Corporate,3,892.71,70.36
ORD-1875,2025-01-25,Office Supplies,Binders,East,Corporate,5,187.58,50.5
ORD-6146,2025-01-25,Technology,Accessories,South,Consumer,4,2047.33,230.7
ORD-3595,2025-01-25,Technology,Monitors,Central,Corporate,3,1407.29,153.72
ORD-6319,2025-01-26,Furniture,Tables,West,Consumer,4,1058.79,80.3
ORD-2112,2025-01-26,Technology,Printers,South,Home Office,1,521.11,101.32
ORD-5454,2025-01-26,Office Supplies,Storage,South,Home Office,2,74.25,17.52
ORD-5121,2025-01-26,Office Supplies,Binders,South,Consumer,5,203.31,43.35
ORD-4859,2025-01-26,Technology,Monitors,Central,Home Office,6,3014.24,635.2
ORD-3252,2025-01-26,Furniture,Bookcases,South,Consumer,5,1665.67,180.32
ORD-6724,2025-01-26,Technology,Monitors,West,Consumer,3,1548.15,350.53
ORD-4001,2025-01-26,Technology,Accessories,South,Home Office,5,2217.15,385.26
ORD-5066,2025-01-26,Office Supplies,Pens,East,Home Office,4,130.36,32.75
ORD-6020,2025-01-27,Furniture,Chairs,West,Home Office,3,1010.02,95.91
ORD-2868,2025-01-27,Furniture,Bookcases,East,Home Office,2,609.73,53.62
ORD-4932,2025-01-27,Office Supplies,Storage,West,Home Office,1,34.67,5.6
ORD-3172,2025-01-27,Office Supplies,Binders,West,Consumer,7,310.17,42.86
ORD-4130,2025-01-27,Technology,Accessories,South,Consumer,2,892.04,187.91
ORD-1861,2025-01-27,Office Supplies,Storage,South,Home Office,7,253.8,-35.81
ORD-1717,2025-01-27,Technology,Monitors,Central,Consumer,7,2802.14,430.89
ORD-3659,2025-01-27,Office Supplies,Pens,East,Consumer,4,171.56,44.06
ORD-3042,2025-01-27,Office Supplies,Pens,West,Consumer,3,115.18,28.67
ORD-3592,2025-01-27,Office Supplies,Binders,South,Corporate,5,170.92,43.57
ORD-5699,2025-01-27,Office Supplies,Binders,South,Corporate,4,167.68,38.38
ORD-6840,2025-01-27,Furniture,Tables,East,Consumer,6,1624.91,233.96
ORD-5814,2025-01-27,Technology,Accessories,South,Consumer,4,1722.07,308.19
ORD-6835,2025-01-27,Office Supplies,Paper,West,Consumer,1,34.97,6.19
ORD-2260,2025-01-27,Furniture,Desks,West,Home Office,3,900.08,76.95
ORD-1155,2025-01-28,Office Supplies,Paper,West,Consumer,5,209.27,28.41
ORD-1279,2025-01-28,Office Supplies,Binders,East,Consumer,7,234.29,48.55
ORD-6238,2025-01-28,Technology,Monitors,Central,Consumer,5,2610.39,490.78
ORD-4919,2025-01-28,Furniture,Bookcases,West,Home Office,4,1385.85,172.44
ORD-2604,2025-01-28,Furniture,Desks,West,Corporate,2,491.51,71.81
ORD-6398,2025-01-28,Office Supplies,Pens,East,Home Office,6,233.75,63.51
ORD-3266,2025-01-28,Technology,Printers,South,Corporate,4,1540.83,296.63
ORD-5366,2025-01-28,Office Supplies,Pens,East,Consumer,3,121.54,28.28
ORD-1995,2025-01-29,Office Supplies,Storage,West,Corporate,3,112.59,22.46
ORD-1446,2025-01-29,Furniture,Chairs,Central,Corporate,5,1776.91,234.57
ORD-6375,2025-01-29,Technology,Accessories,Central,Home Office,2,729.51,116.23
ORD-6877,2025-01-30,Technology,Monitors,West,Corporate,5,2256.79,270.36
ORD-1629,2025-01-30,Technology,Printers,South,Home Office,3,1396.22,246.55
ORD-6425,2025-01-30,Furniture,Bookcases,West,Corporate,6,1467.66,192.81
ORD-4626,2025-01-30,Furniture,Tables,Central,Consumer,3,893.83,129.47
ORD-6084,2025-01-31,Office Supplies,Storage,Central,Consumer,5,200.35,42.65
ORD-3497,2025-01-31,Office Supplies,Binders,East,Consumer,2,91.16,15.84
ORD-6859,2025-01-31,Office Supplies,Binders,East,Corporate,7,264.23,59.98
ORD-2005,2025-01-31,Technology,Printers,West,Corporate,4,1927.47,403.24
ORD-2299,2025-01-31,Office Supplies,Pens,Central,Home Office,3,117.94,26.54
ORD-1355,2025-01-31,Office Supplies,Binders,South,Corporate,3,117.61,29.28
ORD-4970,2025-01-31,Furniture,Bookcases,Central,Consumer,6,1545.89,125.1
ORD-6675,2025-01-31,Office Supplies,Paper,East,Home Office,5,221.24,62.84
ORD-5787,2025-01-31,Technology,Printers,East,Consumer,2,900.43,186.11
ORD-5876,2025-02-01,Furniture,Chairs,East,Consumer,1,255.5,30.8
ORD-2430,2025-02-01,Furniture,Bookcases,West,Home Office,1,314.85,27.67
ORD-4713,2025-02-01,Office Supplies,Paper,Central,Consumer,7,284.06,48.2
ORD-3359,2025-02-01,Technology,Monitors,Central,Home Office,2,941.89,183.02
ORD-4553,2025-02-01,Office Supplies,Pens,West,Home Office,4,162.71,26.28
ORD-3786,2025-02-02,Furniture,Desks,West,Home Office,4,1354.52,140.23
ORD-5897,2025-02-02,Technology,Monitors,Central,Corporate,5,2542.4,388.32
ORD-1492,2025-02-02,Office Supplies,Binders,West,Consumer,5,239.14,66.28
ORD-3916,2025-02-02,Office Supplies,Storage,West,Consumer,2,80.25,16.15
ORD-6884,2025-02-02,Technology,Laptops,Central,Consumer,6,2340.24,383.98
ORD-1903,2025-02-02,Technology,Accessories,East,Consumer,2,1028.22,123.9
ORD-3642,2025-02-02,Furniture,Desks,Central,Corporate,2,656.14,98.02
ORD-4468,2025-02-02,Technology,Accessories,Central,Home Office,3,1443.92,227.12
ORD-2802,2025-02-02,Furniture,Tables,East,Consumer,2,539.06,69.57
ORD-2696,2025-02-02,Technology,Monitors,Central,Home Office,4,1925.42,257.55
ORD-2731,2025-02-02,Furniture,Chairs,Central,Consumer,2,544.98,84.99
ORD-1363,2025-02-02,Technology,Printers,Central,Corporate,4,1462.28,336.78
ORD-3173,2025-02-03,Technology,Accessories,West,Corporate,7,2546.56,550.54
ORD-5602,2025-02-03,Office Supplies,Storage,South,Consumer,7,244.82,65.13
ORD-1771,2025-02-03,Technology,Monitors,East,Home Office,5,1998.29,345.56
ORD-4455,2025-02-03,Office Supplies,Pens,West,Consumer,3,114.39,16.37
ORD-2097,2025-02-03,Technology,Laptops,South,Corporate,2,1042.49,198.39
ORD-2966,2025-02-03,Furniture,Chairs,South,Corporate,5,1747.08,151.45
ORD-1089,2025-02-04,Furniture,Tables,West,Corporate,2,510.9,50.95
ORD-3583,2025-02-04,Office Supplies,Pens,West,Corporate,6,278.23,65.32
ORD-1698,2025-02-04,Technology,Accessories,East,Consumer,3,1406.33,233.55
ORD-4210,2025-02-04,Technology,Monitors,West,Home Office,7,2796.3,581.17
ORD-2821,2025-02-04,Technology,Monitors,Central,Consumer,2,1025.67,190.44
ORD-5810,2025-02-04,Office Supplies,Paper,West,Consumer,6,276.7,72.29
ORD-4949,2025-02-04,Technology,Printers,Central,Corporate,5,1938.6,407.42
ORD-3528,2025-02-04,Office Supplies,Storage,Central,Consumer,2,67.04,11.75
ORD-2172,2025-02-04,Technology,Accessories,West,Home Office,3,1472.65,159.18
ORD-1302,2025-02-04,Technology,Accessories,Central,Consumer,2,1018.03,210.99
ORD-2632,2025-02-05,Technology,Accessories,Central,Home Office,2,963.02,222.81
ORD-6458,2025-02-05,Furniture,Bookcases,Central,Consumer,3,806.03,95.65
ORD-2349,2025-02-05,Office Supplies,Pens,East,Corporate,6,217.47,51.94
ORD-1749,2025-02-05,Technology,Printers,West,Home Office,7,3441.38,705.44
ORD-5650,2025-02-05,Office Supplies,Paper,Central,Corporate,7,244.44,52.41
ORD-3119,2025-02-05,Office Supplies,Binders,South,Home Office,1,39.13,8.35
ORD-4073,2025-02-06,Furniture,Chairs,East,Corporate,2,481.78,71.65
ORD-1076,2025-02-06,Technology,Accessories,East,Corporate,1,446.47,103.65
ORD-5636,2025-02-06,Technology,Accessories,East,Consumer,3,1439.82,189.29
ORD-6513,2025-02-06,Technology,Laptops,Central,Consumer,6,2494.82,524.79
ORD-4259,2025-02-06,Technology,Monitors,East,Consumer,4,1927.17,259.85
ORD-6336,2025-02-06,Office Supplies,Binders,South,Home Office,3,143.61,40.71
ORD-1397,2025-02-07,Furniture,Desks,South,Consumer,1,344.37,45.93
ORD-6994,2025-02-07,Furniture,Tables,West,Consumer,5,1509.33,234.78
ORD-2946,2025-02-07,Office Supplies,Binders,South,Corporate,1,45.59,8.74
ORD-4575,2025-02-07,Office Supplies,Paper,West,Corporate,7,318.69,73.99
ORD-3333,2025-02-07,Furniture,Bookcases,East,Home Office,7,1934.97,240.24
ORD-6281,2025-02-07,Technology,Accessories,East,Corporate,5,2214.38,516.04
ORD-4168,2025-02-07,Office Supplies,Pens,South,Consumer,2,95.21,12.75
ORD-3209,2025-02-07,Office Supplies,Pens,West,Corporate,2,92.02,23.37
ORD-4393,2025-02-07,Office Supplies,Storage,West,Corporate,4,146.54,32.96
ORD-1641,2025-02-07,Furniture,Chairs,East,Home Office,5,1352.56,130.95
ORD-5122,2025-02-07,Technology,Accessories,West,Corporate,5,2492.52,297.66
ORD-1517,2025-02-08,Office Supplies,Pens,South,Consumer,7,246.87,-40.97
ORD-3570,2025-02-08,Office Supplies,Paper,Central,Consumer,5,178.93,33.92
ORD-3567,2025-02-08,Furniture,Chairs,West,Consumer,1,242.69,37.66
ORD-2255,2025-02-08,Technology,Printers,West,Consumer,1,495.54,104.17
ORD-4812,2025-02-08,Technology,Monitors,Central,Consumer,5,2146.49,448.87
ORD-6625,2025-02-08,Technology,Monitors,Central,Corporate,2,863.84,178.44
ORD-1062,2025-02-08,Technology,Laptops,Central,Consumer,7,2634.92,448.72
ORD-3488,2025-02-08,Office Supplies,Storage,South,Corporate,6,202.41,50.1
ORD-1071,2025-02-08,Office Supplies,Binders,Central,Consumer,1,43.13,9.86
ORD-1079,2025-02-09,Office Supplies,Paper,West,Corporate,3,107.87,16.38
ORD-3321,2025-02-09,Technology,Accessories,Central,Home Office,7,2574.84,408.0
ORD-2990,2025-02-09,Office Supplies,Binders,Central,Home Office,3,126.15,19.53
ORD-6574,2025-02-09,Office Supplies,Paper,West,Home Office,4,162.92,-34.21
ORD-6949,2025-02-09,Technology,Monitors,Central,Consumer,1,500.72,109.95
ORD-6567,2025-02-10,Technology,Laptops,West,Home Office,1,391.1,52.39
ORD-5082,2025-02-10,Office Supplies,Storage,South,Consumer,1,44.82,6.46
ORD-5766,2025-02-10,Office Supplies,Binders,West,Consumer,1,38.63,9.16
ORD-4928,2025-02-10,Furniture,Chairs,Central,Consumer,4,1073.39,82.49
ORD-5834,2025-02-10,Furniture,Bookcases,South,Consumer,5,1274.59,162.44
ORD-1038,2025-02-10,Office Supplies,Binders,Central,Corporate,2,83.68,12.85
ORD-1619,2025-02-10,Technology,Accessories,Central,Consumer,1,442.92,75.68
ORD-4121,2025-02-10,Office Supplies,Pens,West,Consumer,1,45.06,-7.14
ORD-6571,2025-02-10,Technology,Monitors,Central,Corporate,4,2145.33,339.61
ORD-6303,2025-02-10,Office Supplies,Pens,Central,Home Office,5,172.93,-31.41
ORD-5937,2025-02-10,Office Supplies,Binders,East,Corporate,6,219.4,34.23
ORD-3568,2025-02-10,Technology,Accessories,East,Corporate,1,364.33,81.78
ORD-2729,2025-02-11,Furniture,Bookcases,South,Home Office,2,562.42,59.43
ORD-5141,2025-02-11,Office Supplies,Paper,East,Corporate,1,44.32,-8.56
ORD-6182,2025-02-11,Technology,Monitors,South,Home Office,5,2468.85,299.09
ORD-3069,2025-02-11,Technology,Laptops,West,Corporate,5,2182.17,272.94
ORD-6060,2025-02-12,Office Supplies,Pens,East,Corporate,2,90.02,17.31
ORD-1319,2025-02-12,Furniture,Chairs,South,Corporate,2,499.06,66.6
ORD-3419,2025-02-12,Office Supplies,Binders,West,Home Office,7,292.46,48.38
ORD-2669,2025-02-12,Furniture,Tables,East,Consumer,7,2347.42,176.9
ORD-2918,2025-02-12,Technology,Accessories,South,Consumer,1,451.33,90.51
ORD-4272,2025-02-12,Office Supplies,Paper,West,Corporate,7,225.86,56.94
ORD-3065,2025-02-12,Technology,Laptops,Central,Corporate,3,1161.72,240.42
ORD-4641,2025-02-12,Office Supplies,Binders,West,Home Office,2,70.4,11.11
ORD-2482,2025-02-13,Technology,Monitors,East,Consumer,1,453.89,102.39
ORD-5638,2025-02-13,Office Supplies,Storage,Central,Consumer,7,235.91,43.33
ORD-2847,2025-02-13,Furniture,Tables,East,Consumer,5,1345.25,146.21
ORD-4499,2025-02-13,Furniture,Tables,Central,Home Office,1,256.92,31.7
ORD-3746,2025-02-13,Technology,Monitors,Central,Consumer,4,1488.4,286.65
ORD-2088,2025-02-13,Technology,Printers,South,Corporate,1,519.77,80.23
ORD-2132,2025-02-13,Office Supplies,Binders,East,Home Office,2,82.73,19.08
ORD-2006,2025-02-14,Office Supplies,Pens,East,Consumer,2,76.24,10.36
ORD-3559,2025-02-14,Furniture,Desks,South,Consumer,6,1444.25,108.24
ORD-2347,2025-02-14,Technology,Monitors,Central,Corporate,4,1578.26,297.39
ORD-1987,2025-02-14,Technology,Monitors,South,Consumer,5,2677.29,567.66
ORD-4247,2025-02-14,Technology,Monitors,Central,Corporate,5,2512.49,329.99
ORD-5611,2025-02-15,Furniture,Desks,Central,Home Office,2,567.21,48.79
ORD-4705,2025-02-15,Technology,Laptops,South,Consumer,3,1132.42,139.5
ORD-6435,2025-02-15,Office Supplies,Binders,West,Corporate,7,307.58,84.93
ORD-5479,2025-02-15,Furniture,Desks,East,Consumer,7,1869.64,212.68
ORD-4396,2025-02-15,Office Supplies,Binders,Central,Corporate,3,107.1,22.33
ORD-6031,2025-02-15,Office Supplies,Pens,West,Corporate,6,265.6,71.23
ORD-2380,2025-02-15,Technology,Laptops,East,Home Office,1,380.51,73.51
ORD-3677,2025-02-15,Office Supplies,Storage,South,Home Office,3,107.64,29.1
ORD-1095,2025-02-15,Office Supplies,Binders,West,Corporate,4,142.93,29.3
ORD-1947,2025-02-16,Furniture,Tables,South,Corporate,7,2359.39,241.57
ORD-1757,2025-02-16,Office Supplies,Paper,West,Corporate,5,209.38,51.1
ORD-3597,2025-02-16,Office Supplies,Pens,East,Corporate,3,132.06,25.34
ORD-4213,2025-02-16,Technology,Laptops,East,Corporate,2,794.46,183.05
ORD-5019,2025-02-16,Office Supplies,Storage,Central,Home Office,5,164.57,24.87
ORD-4968,2025-02-16,Technology,Laptops,East,Corporate,2,729.08,84.75
ORD-1589,2025-02-16,Furniture,Desks,West,Corporate,1,322.85,32.48
ORD-6469,2025-02-16,Office Supplies,Binders,Central,Home Office,2,85.16,16.44
ORD-5808,2025-02-16,Technology,Laptops,East,Corporate,4,1681.15,229.94
ORD-2979,2025-02-16,Office Supplies,Pens,East,Corporate,2,82.37,-8.45
ORD-6673,2025-02-16,Technology,Monitors,West,Consumer,6,3203.61,421.42
ORD-2271,2025-02-16,Office Supplies,Binders,East,Corporate,7,324.4,79.32
ORD-1393,2025-02-16,Office Supplies,Paper,South,Home Office,2,68.45,18.26
ORD-2333,2025-02-16,Office Supplies,Pens,West,Home Office,7,239.01,31.71
ORD-2949,2025-02-16,Office Supplies,Pens,Central,Corporate,3,127.58,27.8
ORD-3589,2025-02-17,Office Supplies,Paper,East,Home Office,6,242.29,49.45
ORD-3192,2025-02-17,Office Supplies,Storage,South,Consumer,2,88.35,15.16
ORD-1144,2025-02-17,Furniture,Bookcases,South,Corporate,6,1967.45,177.18
ORD-2631,2025-02-17,Furniture,Bookcases,South,Corporate,1,335.89,38.93
ORD-4307,2025-02-17,Technology,Laptops,South,Home Office,1,448.58,65.52
ORD-4821,2025-02-17,Office Supplies,Storage,Central,Home Office,6,277.96,-65.82
ORD-5806,2025-02-18,Furniture,Bookcases,East,Consumer,6,1568.42,173.65
ORD-3735,2025-02-18,Furniture,Desks,South,Consumer,7,2234.56,222.82
ORD-5189,2025-02-18,Technology,Laptops,South,Home Office,1,388.01,51.36
ORD-3407,2025-02-18,Technology,Printers,West,Consumer,6,2723.53,472.79
ORD-3920,2025-02-18,Technology,Printers,West,Consumer,3,1368.72,220.69
ORD-6566,2025-02-18,Furniture,Tables,East,Corporate,2,491.72,40.58
ORD-2157,2025-02-19,Office Supplies,Pens,Central,Home Office,4,165.27,33.57
ORD-5170,2025-02-19,Office Supplies,Pens,East,Corporate,7,247.21,64.26
ORD-4724,2025-02-19,Office Supplies,Paper,East,Home Office,7,261.03,53.18
ORD-2849,2025-02-19,Technology,Laptops,East,Home Office,4,1469.44,173.15
ORD-6226,2025-02-19,Furniture,Tables,West,Corporate,7,2443.36,268.45
ORD-2872,2025-02-20,Furniture,Tables,East,Home Office,2,686.11,86.97
ORD-1671,2025-02-20,Technology,Printers,Central,Home Office,2,890.29,101.01
ORD-3546,2025-02-20,Technology,Accessories,Central,Home Office,2,895.76,147.6
ORD-6770,2025-02-20,Technology,Accessories,South,Home Office,7,3030.64,584.6
ORD-2766,2025-02-21,Furniture,Bookcases,East,Consumer,3,988.25,81.7
ORD-4786,2025-02-21,Office Supplies,Pens,East,Home Office,7,245.6,48.1
ORD-1836,2025-02-21,Office Supplies,Binders,East,Corporate,3,116.96,29.65
ORD-3031,2025-02-21,Technology,Monitors,South,Home Office,3,1413.02,169.29
ORD-6191,2025-02-21,Office Supplies,Binders,South,Corporate,4,189.48,38.33
ORD-3976,2025-02-21,Technology,Printers,East,Corporate,4,1841.22,349.09
ORD-6941,2025-02-21,Technology,Monitors,South,Corporate,2,734.76,140.25
ORD-3740,2025-02-21,Office Supplies,Storage,East,Consumer,4,146.09,20.5
ORD-5552,2025-02-22,Furniture,Desks,Central,Consumer,4,1359.54,100.28
ORD-6654,2025-02-22,Office Supplies,Storage,South,Corporate,1,39.79,10.72
ORD-5621,2025-02-22,Technology,Monitors,Central,Corporate,1,507.7,70.48
ORD-6485,2025-02-22,Furniture,Tables,East,Corporate,5,1520.16,159.39
ORD-2751,2025-02-22,Furniture,Desks,South,Consumer,4,1176.01,142.34
ORD-1251,2025-02-22,Office Supplies,Binders,East,Consumer,6,222.12,34.08
ORD-1584,2025-02-22,Technology,Printers,Central,Home Office,2,722.3,167.05
ORD-3219,2025-02-22,Technology,Printers,West,Consumer,7,2757.07,333.49
ORD-5332,2025-02-22,Office Supplies,Binders,East,Corporate,7,268.38,72.64
ORD-3723,2025-02-22,Technology,Laptops,South,Home Office,1,455.92,51.28
ORD-3741,2025-02-22,Office Supplies,Paper,Central,Consumer,6,197.01,47.3
ORD-3542,2025-02-22,Office Supplies,Storage,East,Corporate,7,286.74,48.01
ORD-5679,2025-02-23,Office Supplies,Binders,West,Corporate,2,82.09,13.64
ORD-2904,2025-02-23,Office Supplies,Storage,West,Home Office,5,182.28,28.69
ORD-4509,2025-02-23,Office Supplies,Storage,East,Home Office,3,103.68,17.41
